CIG,fonte,motivo
725330724A,fine_contratto_ANAC,REATI ACCERTATI
72715787FD,fine_contratto_ANAC,REATI ACCERTATI
7274359EEF,fine_contratto_ANAC,REATI ACCERTATI
72979781F7,fine_contratto_ANAC,REATI ACCERTATI
7327850D1B,fine_contratto_ANAC,REATI ACCERTATI
74026869BB,fine_contratto_ANAC,REATI ACCERTATI
7452993463,fine_contratto_ANAC,REATI ACCERTATI
7496086DD8,fine_contratto_ANAC,REATI ACCERTATI
75452254A4,fine_contratto_ANAC,REATI ACCERTATI
75629453A6,fine_contratto_ANAC,REATI ACCERTATI
756504589E,fine_contratto_ANAC,REATI ACCERTATI
759707047D,fine_contratto_ANAC,REATI ACCERTATI
7618574626,fine_contratto_ANAC,REATI ACCERTATI
7625520A2A,fine_contratto_ANAC,REATI ACCERTATI
7628421427,fine_contratto_ANAC,REATI ACCERTATI
7640537298,fine_contratto_ANAC,REATI ACCERTATI
766105241B,fine_contratto_ANAC,REATI ACCERTATI
76915568CC,fine_contratto_ANAC,REATI ACCERTATI
7693234189,fine_contratto_ANAC,REATI ACCERTATI
7711615204,fine_contratto_ANAC,REATI ACCERTATI
772173514E,fine_contratto_ANAC,REATI ACCERTATI
776209074C,fine_contratto_ANAC,REATI ACCERTATI
776238069D,fine_contratto_ANAC,REATI ACCERTATI
7770683A76,fine_contratto_ANAC,REATI ACCERTATI
7788327AC0,fine_contratto_ANAC,REATI ACCERTATI
78368293E0,fine_contratto_ANAC,REATI ACCERTATI
7859536648,fine_contratto_ANAC,REATI ACCERTATI
7894238348,fine_contratto_ANAC,REATI ACCERTATI
7899096C38,fine_contratto_ANAC,REATI ACCERTATI
791771511E,fine_contratto_ANAC,REATI ACCERTATI
7925574690,fine_contratto_ANAC,REATI ACCERTATI
7967406F69,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
7972625248,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
798502289A,fine_contratto_ANAC,REATI ACCERTATI
7994607E63,fine_contratto_ANAC,REATI ACCERTATI
8058452CF3,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8061454A48,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8111092CDA,fine_contratto_ANAC,REATI ACCERTATI
8141397D54,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
81496464A1,fine_contratto_ANAC,REATI ACCERTATI
8187874F5C,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8227989F4E,fine_contratto_ANAC,REATI ACCERTATI
8228092451,fine_contratto_ANAC,REATI ACCERTATI
8238609B36,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8240794656,fine_contratto_ANAC,REATI ACCERTATI
82723574F3,fine_contratto_ANAC,REATI ACCERTATI
8276413810,fine_contratto_ANAC,REATI ACCERTATI
8344360FB1,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
835834547E,fine_contratto_ANAC,REATI ACCERTATI
836023080A,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8396464549,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8411087890,fine_contratto_ANAC,REATI ACCERTATI
8473504CB2,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
85288841BB,fine_contratto_ANAC,REATI ACCERTATI
8551086366,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
8623106C2C,fine_contratto_ANAC,REATI ACCERTATI
87590737B2,fine_contratto_ANAC,REATI ACCERTATI
8768714BB2,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
87863873ED,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
88479138C8,fine_contratto_ANAC,REATI ACCERTATI
8906899D90,fine_contratto_ANAC,REATI ACCERTATI
8934055769,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9012240FB4,fine_contratto_ANAC,REATI ACCERTATI
90269044D5,fine_contratto_ANAC,REATI ACCERTATI
9026930A48,fine_contratto_ANAC,REATI ACCERTATI
9110871099,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9213947599,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
92278159D4,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9323366D01,fine_contratto_ANAC,REATI ACCERTATI
9328749734,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9422852F72,fine_contratto_ANAC,REATI ACCERTATI
94408389F8,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9450904CB1,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9485206F98,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9680900368,fine_contratto_ANAC,RECESSO DAL CONTRATTO (CODICE ANTIMAFIA)
9701938483,fine_contratto_ANAC,REATI ACCERTATI
9881441712,fine_contratto_ANAC,REATI ACCERTATI
9923966BCE,fine_contratto_ANAC,REATI ACCERTATI
993032181F,fine_contratto_ANAC,REATI ACCERTATI
9930328DE4,fine_contratto_ANAC,REATI ACCERTATI
A037F1ED5F,fine_contratto_ANAC,REATI ACCERTATI
A03FB79C72,fine_contratto_ANAC,REATI ACCERTATI
B547657364,fine_contratto_ANAC,REATI ACCERTATI
